dt,cos,sin,angle,angular_vel
102.41,-0.889465566860211,0.4570021940538616,2.666970729827881,-2.1966028213500977
102.42,-0.8797710972827383,0.4753975351071213,2.646176815032959,-1.982295274734497
102.43,-0.870773172475115,0.4916849419065258,2.6275689601898193,-1.7600284814834595
102.44,-0.8626210952914702,0.5058506162476667,2.611224889755249,-1.5307780504226685
102.45,-0.8554455301466125,0.5178927929139207,2.5972068309783936,-1.2955197095870972
102.46000000000001,-0.849361670026822,0.5278112858676366,2.585571050643921,-1.0552293062210083
102.47,-0.8444637489308027,0.5356127115199324,2.576359510421753,-0.8108806610107422
102.48,-0.8408285786734895,0.5413014883463,2.569608449935913,-0.5634461641311646
102.49000000000001,-0.8385128988353259,0.5448817472505191,2.5653445720672607,-0.3138957619667053
102.5,-0.8375519542069648,0.5463576887022771,2.5635833740234375,-0.06319701671600342
102.51,-0.8379602211416032,0.5457313146451425,2.5643310546875,0.18750958144664764
102.52,-0.8397300034526548,0.5430041632450016,2.567582130432129,0.43739062547683716
102.53,-0.8428335991527248,0.5381742507211432,2.5733232498168945,0.6855249404907227
102.54,-0.8472226385856934,0.5312379887281177,2.581531524658203,0.9309473633766174
102.55,-0.8528285171021337,0.5221910765393982,2.592174530029297,1.1726903915405273
102.56,-0.8595630291411016,0.5110297436879518,2.605210304260254,1.4097850322723389
102.57000000000001,-0.8673187506285952,0.49775313641206986,2.620586395263672,1.6412609815597534
102.58,-0.8759715977946764,0.48236268497577806,2.638242721557617,1.8661491870880127
102.59,-0.885379844242774,0.46486829469070184,2.658106803894043,2.0834834575653076
102.60000000000001,-0.8953873365555547,0.4452881286717061,2.6800966262817383,2.292301893234253
102.61,-0.9058267506196029,0.423648318611005,2.7041234970092773,2.49165415763855
102.62,-0.916520109490585,0.39998861096206983,2.730088233947754,2.6806039810180664
102.63,-0.9272815752401731,0.3743646353758634,2.7578811645507812,2.858236789703369
102.64,-0.93792160188389,0.34684732768115406,2.7873849868774414,3.023669958114624
102.65,-0.9482488125085288,0.3175282500442522,2.8184709548950195,3.1760544776916504
102.66,-0.9580761012401084,0.2865138464935918,2.851006507873535,3.3145885467529297
102.67,-0.9672211668539227,0.25393545319576066,2.884845733642578,3.438523054122925
102.68,-0.9755138582068488,0.21993797408903318,2.919841766357422,3.547173023223877
102.69,-0.9827968401443061,0.18468993205469295,2.955836296081543,3.639925003051758
102.7,-0.9889316510025411,0.14837179531632122,2.992671012878418,3.7162439823150635
102.71000000000001,-0.9937993888156853,0.1111880154943438,3.0301742553710938,3.775684118270874
102.72,-0.997306297499056,0.07334949876259922,3.0681772232055664,3.8178975582122803
102.73,-0.9993845721640217,0.035078154463075585,3.1065073013305664,3.84263277053833
102.74000000000001,-0.9999942404693364,-0.0033939693803854954,3.144986629486084,3.8497416973114014
102.75,-0.9991244989023493,-0.04183581830357061,3.183440685272217,3.839186906814575
102.76,-0.9967937171694599,-0.0800142825468736,3.2216925621032715,3.8110334873199463
102.77,-0.9930491197035368,-0.1177006620883275,3.2595667839050293,3.7654552459716797
